mjd,forced_mag,forced_mag_uncert,forced_uJy,forced_uJy_uncert,forced_mag_sigma_limit
60383.1299175463,,,1.6454399150694934,5.066406348522234,20.38120385860797
60383.129917638886,,,9.970864825892033,4.639804162763347,20.47663514712971
60385.14566035301,,,-1.617652605798502,9.968080178074423,19.64199956002664
60411.60776307292,,,-4.520768739678171,3.0866210949671493,20.91676263807064
60413.06039897569,,,20.71554136108611,14.60027701840314,19.229600383470636
60416.61123451389,,,-17.044499140971382,3.915658412062865,20.660196408475613
60422.06348322917,,,-82.51729323208379,40.12382721221747,18.132700076751075
60427.56930016204,,,-32.24229346495331,17.0703121727267,19.063202692474057
60432.006233674765,,,0.0408270929660938,5.796131352707061,20.235836723044184
60432.00623374421,,,4.925334380994348,5.408984254385568,20.31096353091233
60432.99845936921,,,-5.047048863433003,12.370088106225976,19.40921247358482
60435.99793643518,,,-9.446874438167756,10.541956250796774,19.58070836243374
60445.0458334838,,,-75.49706489730987,31.917521849040504,18.370919427013423
60446.04148953125,,,11.074077094267691,13.27955595852607,19.33030367545622
60446.04148960648,,,18.434928706210947,12.414191125435709,19.40361292749709
60446.58230351273,,,-4.11956764998509,4.348039320889895,20.524823665545227
60446.58230359375,,,-1.9897805699735889,0.0,23.759309414324974
60447.0387201794,,,62.57575443543549,94.01476988927988,17.197776030677385
60450.01969673033,,,8.325669981247648,18.97488374790623,18.946605882209987
60450.01969682871,,,-18.345809414090965,18.036904087051,19.001894072196983
60450.49476442709,,,-7.270962739127004,17.398738922390883,19.04253099753177
60456.53517554977,,,-3.5104330794984726,0.0,23.783051742458788
60457.560237129626,,,-16.24254489133436,7.063035346773903,20.01074392539961
60462.903578819445,,,6.402842335907056,6.245012268919855,20.14532871315748
60462.90357888889,,,1.6598070553971902,7.069139800042383,20.0140989920097
60462.95088070024,,,8.462822853895851,7.53135916792586,19.9448868041694
60462.95088092593,,,0.4702296607573296,7.751765284265974,19.9150423003681
60463.039154212966,,,-26.70153850171219,16.313967395818487,19.095943578083222
60472.95262305556,,,9.611483168271734,28.11905564808956,18.506683162245825
60477.91908090278,,,-0.915249746584215,11.942194555014432,19.45175443628012
60477.91908097222,,,7.318976156145665,11.033718738234926,19.537694747809823
60477.96608520833,,,9.779550322437824,31.088770953894574,18.41047309541966
60478.01374704861,,,-3.7042225433296654,12.704512665095644,19.382589140999343
60478.01374717592,,,4.728857907570266,12.184582689865776,19.428419279992653
60482.01598689236,,,18.913440688389077,99.2562741822276,17.152253736982605
60483.91615389468,,,-15.65084760354871,21.154854727045613,18.829170945903925
60483.91615395834,,,11.803624265423702,17.914908139309986,19.008975076438578
60485.90405314815,,,-10.231554161103682,6.098205264139539,20.17400759190073
60485.90405324074,,,0.8472198524754706,6.807281041240965,20.05308825878946
60485.95177532407,,,19.985507568739123,20.856360292859147,18.83388054819018
60485.998458755785,,,-7.490227103169972,29.870886586100223,18.45342312490617
60486.50417412616,,,-5.285680407482288,6.25435656759998,20.151110578542564
60486.50417418982,,,-1.0341886176226351,0.0,24.54018184442631
60487.009708153935,,,-11.406854360346498,20.39407891141411,18.86276760995644
60487.94414703125,,,-7.49926654656991,8.689736247473116,19.78306442815922
60487.94414712963,,,-1.960878067090136,8.81016822793425,19.770223794132416
60490.01906225116,,,-29.383903874936887,9.284234575644774,19.71205945214416
60492.98803350116,,,9.712853678198606,21.667003953516897,18.78302286516537
60495.97649660301,,,34.363595812769695,23.74593019625415,18.686151812271916
60499.94591770833,,,7.685565431145615,8.37742174972996,19.822040436499314
60504.94969519676,,,-9.042261659513546,59.90377843359837,17.692269308576822
60509.8965155787,,,-11.063308738563416,27.924721863057307,18.529900791666392
60511.90196028935,,,-12.263563265443894,22.945745327946995,18.74230524377671
