mjd,forced_mag,forced_mag_uncert,forced_uJy,forced_uJy_uncert,forced_mag_sigma_limit,ra,dec
60215.19847651041,,,-95.322851308629,55.26886338500996,17.78778881402677,124.5636706610758,16.40239256475856
60219.21887447917,,,-8.383116150052134,13.488942295960443,19.3140701266734,124.5636706610758,16.40239256475856
60243.11995907986,,,29.406768786740017,23.71088449887357,18.707275648270706,124.5636706610758,16.40239256475856
60245.14606488426,,,13.723472663796745,13.471791898535242,19.315692105762466,124.5636706610758,16.40239256475856
60248.14142935764,,,10.800080446273777,71.6621206558573,17.501427955585697,124.5636706610758,16.40239256475856
60276.05983131944,,,22.625137165187112,64.44215412683805,17.62174934981376,124.5636706610758,16.40239256475856
60276.06784208912,,,-7.573556225406024,21.811435634741557,18.7978897703474,124.5636706610758,16.40239256475856
60277.10035788194,,,41.9420626801882,118.75531681010484,16.96187452653335,124.5636706610758,16.40239256475856
60282.222952199074,,,-4.430211229309526,37.11337244769157,18.20281078088013,124.5636706610758,16.40239256475856
60285.171378831015,,,-2.3126110622924663,20.33634154275613,18.858023048622968,124.5636706610758,16.40239256475856
60298.03154025463,,,20.341435342577917,36.96520394308858,18.216062781827265,124.5636706610758,16.40239256475856
60299.05715864583,,,67.05539814001858,22.699197859603505,18.754796500363533,124.5636706610758,16.40239256475856
60304.002116944444,,,-24.662693451991657,53.08091726010687,17.836874373642893,124.5636706610758,16.40239256475856
60310.031851545136,,,-12.70167691157658,7.670275499777597,19.91856863616471,124.5636706610758,16.40239256475856
60311.13164302083,,,-10.549447765275222,10.487199549178635,19.58514837768759,124.5636706610758,16.40239256475856
60312.08853770255,,,45.787370542500575,26.705880349276065,18.56623703599092,124.5636706610758,16.40239256475856
60313.079537094905,,,-7.517189939186824,22.021774456621248,18.772589118633476,124.5636706610758,16.40239256475856
60314.10351397569,,,14.21005380621152,27.0894925741044,18.54501185158682,124.5636706610758,16.40239256475856
60326.97224417824,,,11.689278801916617,10.249204448938698,19.6092257639259,124.5636706610758,16.40239256475856
60328.04638199653,,,-32.38038410276344,29.464261522198324,18.4612721081524,124.5636706610758,16.40239256475856
60328.9499444213,,,22.27092857986564,36.497310322370815,18.232336151341496,124.5636706610758,16.40239256475856
60330.07638137153,,,7.988006696826295,32.31442560402443,18.362926636940912,124.5636706610758,16.40239256475856
60331.93900853009,,,57.15061745316301,112.86734837553436,17.01658009090807,124.5636706610758,16.40239256475856
60336.99213166088,,,-21.438299437675244,15.585718310722568,19.159491475204245,124.5636706610758,16.40239256475856
60337.96529829282,,,3.593458519022504,16.264727345322918,19.113781076827998,124.5636706610758,16.40239256475856
60338.97560712384,,,16.975545716606895,35.15457421672267,18.272578995542364,124.5636706610758,16.40239256475856
60339.99740663194,,,-22.30708046114639,26.070540727082715,18.592217607158474,124.5636706610758,16.40239256475856
60340.90452701967,,,-7.910829819076802,10.843786288372035,19.54323736161592,124.5636706610758,16.40239256475856
60341.5502051331,,,-0.077986485654768,5.231670943436371,20.325322659029148,124.5636706610758,16.40239256475856
60341.90260766783,,,-8.5866305511491,10.521183134334825,19.575114806755614,124.5636706610758,16.40239256475856
60342.07313089121,,,-5.434571447172298,10.701029439505746,19.55829488311124,124.5636706610758,16.40239256475856
60342.512766631946,,,4.3794673655939,7.729451001347814,19.911001563497084,124.5636706610758,16.40239256475856
60342.90041655671,,,-20.611937869920272,24.497237397387,18.659526568731533,124.5636706610758,16.40239256475856
60343.07033923611,,,13.094257826248755,10.689771157280818,19.55959415219113,124.5636706610758,16.40239256475856
60343.515215625,,,1.972971190203089,6.591245669473293,20.080063990934818,124.5636706610758,16.40239256475856
60343.90028576968,,,-74.63927667496066,33.001772822373844,18.32882686881572,124.5636706610758,16.40239256475856
60344.922421689815,,,-11.192459526368152,10.794121456055224,19.548359758047894,124.5636706610758,16.40239256475856
60345.09428605903,,,12.429345365172416,10.902523001476558,19.53814624210238,124.5636706610758,16.40239256475856
60346.07236092593,,,39.75300939936462,23.21150259077206,18.70732634776989,124.5636706610758,16.40239256475856
60346.89860541088,,,2.7933404791609933,26.82799471322556,18.554743779618903,124.5636706610758,16.40239256475856
60347.0690205382,,,20.937085848978157,23.2345624258556,18.7080629699389,124.5636706610758,16.40239256475856
60347.90197087384,,,1.0305400646137048,29.92715382871595,18.436106851871177,124.5636706610758,16.40239256475856
60348.07211965278,,,67.22399177000531,51.67794415202327,17.842091749086066,124.5636706610758,16.40239256475856
60348.89565191551,,,-23.029056679191857,31.095598515542196,18.397314154255746,124.5636706610758,16.40239256475856
60351.01216314815,,,1.5453540799575636,24.411179516028295,18.65471422573661,124.5636706610758,16.40239256475856
60351.89214828125,,,3.794067856857098,23.60181019207351,18.689411789353045,124.5636706610758,16.40239256475856
60352.06171001157,,,51.11974624954338,25.03557037916346,18.62815896727823,124.5636706610758,16.40239256475856
60352.52329159722,,,21.17588823987687,8.221979079902193,19.8428591629681,124.5636706610758,16.40239256475856
60353.06959993055,,,-23.01116512597956,24.75705597202425,18.639962067232627,124.5636706610758,16.40239256475856
60353.51782847801,,,-10.119928207198448,4.410971652311332,20.505580508420145,124.5636706610758,16.40239256475856
60353.890983530095,,,18.280757264457044,36.409573264264026,18.22054717612372,124.5636706610758,16.40239256475856
60354.06773324653,,,27.417428316764585,28.181743488302825,18.49039270390704,124.5636706610758,16.40239256475856
60355.90323466435,,,-14.501304186091668,6.273017322577334,20.13169396557844,124.5636706610758,16.40239256475856
60364.909941875,,,-32.320439782248606,62.91699980121952,17.64744869106906,124.5636706610758,16.40239256475856
60365.89669233218,,,-20.09795815293013,14.310317678904813,19.25134816603539,124.5636706610758,16.40239256475856
60366.91746414931,,,-4.0556683146058425,8.55664280329841,19.802040042505453,124.5636706610758,16.40239256475856
60375.90614064815,,,3.7540076031287146,5.756635499081082,20.222898021787667,124.5636706610758,16.40239256475856
60380.89391875578,,,11.010901003806524,5.879090884981305,20.200495003426745,124.5636706610758,16.40239256475856
60382.88993872685,,,-9.826230111578592,7.34644741480159,19.964050091837613,124.5636706610758,16.40239256475856
60383.884886440974,,,0.2599005766407864,24.71359996792278,18.647442043093285,124.5636706610758,16.40239256475856
60432.87658737847,,,-4.164324007736058,4.764459839679823,20.4388606978904,124.5636706610758,16.40239256475856
60571.222656498845,,,-198.1551628195016,135.5156495212721,16.81535436007021,124.5636706610758,16.40239256475856
60576.20489968171,,,12.429313735694192,65.230691912569,17.60307433448382,124.5636706610758,16.40239256475856
60583.2183714294,,,-18.85926394629841,39.12296668182865,18.150331434828427,124.5636706610758,16.40239256475856
60587.20708851852,,,25.07795392303509,51.48734040219257,17.852455486021615,124.5636706610758,16.40239256475856
60589.17107929977,,,-2.4669868478587147,12.969870042544628,19.350980062527608,124.5636706610758,16.40239256475856
60591.19591457176,,,8.234677994047336,16.115991306519547,19.115596549272905,124.5636706610758,16.40239256475856
60593.19209903935,,,11.583987418560358,10.247717853892096,19.60581877130524,124.5636706610758,16.40239256475856
60597.1814991088,,,36.745617003162245,52.49711156272728,17.833824477426344,124.5636706610758,16.40239256475856
60601.13815811343,,,12.205044244038596,89.09554950726958,17.268886003038563,124.5636706610758,16.40239256475856
60603.13187196759,,,-174.8595114399849,167.25528598889449,16.58089546056866,124.5636706610758,16.40239256475856
60610.741450619214,19.885321621417376,0.2115378654969212,40.35258411126804,7.862038193784109,19.894164086057497,124.5636706610758,16.40239256475856
60613.10461410301,,,-32.00512745614722,42.80578224531371,18.052889160117672,124.5636706610758,16.40239256475856
60615.10042780671,,,59.41028490867066,13.052879368129572,19.34531786338462,124.5636706610758,16.40239256475856
