mjd,forced_mag,forced_mag_uncert,forced_uJy,forced_uJy_uncert,forced_mag_sigma_limit
60210.418614438655,,,0.8820364385721066,3.921835062491296,20.6625245608497
60210.41861464699,,,-13.733575078061165,4.601589997260796,20.48902476111798
60384.252322991895,,,-6.429070226400518,0.0,24.645592152347263
60384.25232329282,,,4.417277890819403,5.523338401626685,20.289643532283364
60389.25027893519,,,0.179938626576173,11.426995186617242,19.503530390318303
60403.79119361111,,,-8.151687740031953,52.61827387846867,17.838969121340654
60403.79154184028,,,150.54280922964566,70.26351136783012,17.522233359827872
60412.19642153357,,,-6.429135001184807,0.0,24.29694313816541
60412.196421747685,,,1.2411240303334412,6.209754429089699,20.161022791538084
60413.19194249421,,,14.423939032346452,7.189599454634385,20.003512486363984
60415.21552653357,,,-5.422779205782176,0.0,24.520973936123404
60415.21552699653,,,18.96186854172155,5.490330223531972,20.29526785786785
60417.17763444445,,,19.859130564718377,5.525239640040886,20.286466844017912
60419.18062514468,,,-4.687663433475284,0.0,22.499873380216236
60419.18062537616,,,17.979164933896183,21.07400749367918,18.830047026309988
60420.17857879051,,,-3.112052753744348,0.0,22.901053508244523
60420.1785790162,,,-9.202080625615118,18.59702236277567,18.968768540762103
60422.21751670718,,,-6.009304391141197,0.0,21.882537500454838
60422.217516927085,,,17.191920342123918,44.21826902687947,18.02763966799153
60424.71564331597,,,9.05578759859228,27.80138550312704,18.53796231337217
60426.168594473376,,,-3.100392465216453,0.0,23.05198569573261
60426.168594693285,,,41.97942640240306,17.808387433791484,19.016382479906092
60427.16429831597,,,35.01678990440116,11.347166882889088,19.499653540337757
60431.21630963542,,,-12.741566213608287,0.0,23.0615839159551
60431.21631001157,,,28.178596105437343,13.62274309516485,19.30497837745583
60444.171880775466,,,-4.811921785328952,0.0,23.097247008723816
60445.14792832755,,,41.76405689687242,12.227566982850128,19.420093222950165
60446.14957375,,,-12.329552083390146,0.0,23.17312442001093
60447.14227820602,,,44.45380604730591,9.083057518323866,19.73739216609693
60448.19316306713,19.60230739033449,0.1301924720243047,52.36933315730196,6.279695668371311,20.129629640098383
60449.15074784722,,,-3.4048732340734555,0.0,22.816356978899243
60450.129609525466,,,-6.590803568447156,0.0,23.0800488062497
60451.16915661458,,,31.107187438036284,11.425378363078677,19.492948460330968
60452.14056685185,,,63.8099095664437,18.89187685444379,18.95289751986124
60453.18173179977,,,64.5105307902884,15.885412892824965,19.13885888169561
60454.11994857639,,,20.60226119944077,13.926015891820608,19.280377409937792
60455.17382921875,,,63.98616952383715,14.843341204657332,19.211913529655103
60456.625458350696,19.06608959675689,0.1277659404206388,85.81518860115018,10.09845506298002,19.630551904292904
60459.122981493056,19.6614504358064,0.216549032280633,49.59293663171433,9.891263078903132,19.64677312812047
60460.118840873845,,,38.20720762113163,10.05309107216897,19.629625039884218
60461.11686456597,,,47.40696788034057,11.384662006976168,19.496586619442745
60462.113389704864,,,-6.116373644464322,0.0,23.12627498813576
60464.13342532407,,,29.45494671816287,9.799940733592145,19.656718588815377
60465.10715133681,,,35.82538849582334,10.405485594731427,19.59273068100361
60466.10939138889,,,44.690224565958886,11.720800837008902,19.46560545474576
60467.10126390625,,,-7.776696949151108,0.0,23.041834760413245
60468.137757349534,,,22.922105192601983,12.1194989701585,19.42918725257137
60469.10492969329,,,-16.20802287288367,0.0,23.063919047463244
60470.09395993056,,,2.0353939020458927,0.4086805306595128,22.59973623122264
60471.02326734375,,,31.05931933989979,10.612580185753396,19.577142363436483
60471.07066461227,,,36.21592138863031,10.797861022076686,19.557981716859995
60471.11734827546,,,-13.91366323225998,0.0,22.52644459022492
60472.12640236112,,,26.27530854720497,7.167485295321874,19.98994531565708
60475.06964875,,,-6.839202112991009,0.0,23.01419243094789
60477.07420390625,19.3065659527614,0.170175680264659,68.76597719627273,10.778213802906825,19.555121734123308
60480.07589935764,,,57.54171531026718,14.397793991140764,19.24456410385876
60483.03478541088,,,44.6157851960994,42.51511040001748,18.07652210309584
60484.9853125463,,,-4.4214973628067655,18.83586833779769,18.96027574945932
60487.17417056713,,,-10.303963065231937,0.0,23.053365031448678
60487.17417074074,,,27.72652207827739,13.718813544612985,19.29707644121657
60488.67829519676,19.05117275307044,0.0960945673034725,87.00233304579397,7.70026044244389,19.92247116243837
60495.02512017361,18.97937136348503,0.1697577753457482,92.95044099973116,14.533051410066692,19.230035934327127
60498.0154991956,,,46.22802380031822,12.34781261699896,19.40679041609354
60501.02978605324,,,-3.3105566815979146,0.0,22.77671962672225
60501.02978631944,,,26.08246922824436,11.537302399953091,19.48302228532478
60501.93549072338,,,10.86183065008438,8.522900514987544,19.815876171307774
60501.983319652776,,,-8.38674330410019,0.0,23.907286538550384
60501.983319994215,,,9.516230799130192,6.477725934400119,20.111492728344484
60502.03076429398,,,5.825420606798919,7.743787492088747,19.919261403051973
60503.0742735706,19.538438734161332,0.184596741764026,55.54238267720087,9.443309366574937,19.703795113220487
60506.0096494213,,,-6.761216730080247,0.0,22.81947560958962
60506.00964959491,,,19.019795334446098,13.805740821054211,19.28728673947764
60509.01469724537,,,-12.76144416303193,0.0,23.10234598185628
60511.00963945023,,,-1.7897578380423993,0.0,22.834292684904398
60514.0125463368,,,49.56146678444182,20.66139214978135,18.85621941613592
60519.05478818287,,,30.72102052877861,11.405301291320576,19.49467562902865
60522.04675592014,,,-4.055436643251388,0.0,23.0977981492815
60528.03710921296,19.17764677295672,0.2093643107975146,77.435711089546,14.932056435375006,19.20017541931449
60530.99479764468,,,53.0657527373294,12.833864349762644,19.365976706117117
60533.945325625,,,53.60384184086784,13.455703848262225,19.314471020864744
60550.94126257523,,,33.807957275754646,11.091454276915664,19.524596391402696
60552.98872676505,,,-4.093345680574307,0.0,23.041554420120782
60554.519653414354,19.05081944248301,0.0777704085218233,87.03064917560852,6.233935195901814,20.147155979806925
60554.51965374421,19.54828981233401,0.1693378362399771,55.04071603294752,8.58447541610228,19.79991750376752
60557.93686458333,,,-7.108096990029024,0.0,23.04701382946256
60560.99745831019,,,-4.355298966786092,0.0,23.04422257561127
60562.99986968171,,,-3.357734952086078,0.0,22.96999176232074
60565.94308109954,,,-0.608444398421879,0.0,22.993650224494537
60567.477551996526,,,120.08086328113784,33.312794841111895,18.337281991894297
60567.47755223959,,,58.58769164518582,44.89841558910835,18.013552182474584
60569.48878862847,,,76.44315123635482,19.248772082163764,18.93516521979695
60569.48878902199,,,29.44247211298483,25.151627258067645,18.644658846662487
60575.52374234375,,,22.334957836162893,8.633862298301835,19.796652486435903
60577.88077122106,,,-4.651445342041122,0.0,23.057521038774706
