mjd,forced_mag,forced_mag_uncert,forced_uJy,forced_uJy_uncert,forced_mag_sigma_limit,ra,dec
60229.70582679398,,,-24.76092848577716,7.402760321540134,19.9732748071938,99.81084789688433,-13.221604412892647
60281.58456340278,,,12.44506836773021,4.5107275990057305,20.476206969656467,99.81084789688433,-13.221604412892647
60281.58456368055,20.608956073905823,0.1659030961305019,20.721327292235777,3.1662685085473523,20.86327165974589,99.81084789688433,-13.221604412892647
60282.590907453705,,,-3.509895889748416,3.3686336995393584,20.79226790753012,99.81084789688433,-13.221604412892647
60282.59090769676,19.754613819597715,0.0680609635461991,45.51499214965872,2.8531739182387867,20.972023001256783,99.81084789688433,-13.221604412892647
60283.64460102431,20.061624501305975,0.0920197149595857,34.304429365074924,2.907413235546157,20.93658058045904,99.81084789688433,-13.221604412892647
60283.644904270834,,,-6.041758543055567,3.795514610321737,20.6521900780084,99.81084789688433,-13.221604412892647
60284.68627095486,20.5015507364936,0.2095803434155171,22.87597985369889,4.415764798754876,20.4807625514174,99.81084789688433,-13.221604412892647
60284.68627122685,20.34524922551996,0.1136479150803597,26.41802274720327,2.7652694941991056,21.00179096622485,99.81084789688433,-13.221604412892647
60294.55105654514,20.292966884369303,0.167030068042849,27.72127787912932,4.264651864876506,20.548389235917604,99.81084789688433,-13.221604412892647
60295.56629981482,20.180637871091985,0.1534534721521205,30.74290135590588,4.345074739535685,20.52578422384081,99.81084789688433,-13.221604412892647
60295.56630008102,20.26179099335773,0.1240778771065837,28.52880645333145,3.2602705202250646,20.83344440850979,99.81084789688433,-13.221604412892647
60300.53929615162,,,-1.138395748240539,4.920111850950151,20.391527359910768,99.81084789688433,-13.221604412892647
60300.5392964294,20.34052217597613,0.156993176921676,26.53329158035009,3.8366094094801615,20.65845334563344,99.81084789688433,-13.221604412892647
60302.53223299768,19.914126613993734,0.1561402433876825,39.29609132193573,5.651189705475929,20.246175062648756,99.81084789688433,-13.221604412892647
60302.53223326968,,,12.924996820452982,4.111547998755533,20.58758868797521,99.81084789688433,-13.221604412892647
60303.57776907986,,,8.45104454286218,5.97683146950995,20.18675894464699,99.81084789688433,-13.221604412892647
60303.577769299765,19.55772921089101,0.0877926448125469,54.56426577465936,4.4120672992379655,20.51339213864317,99.81084789688433,-13.221604412892647
60304.54205641204,,,14.785302362471032,7.506639586428138,19.944693407616818,99.81084789688433,-13.221604412892647
60304.54205667246,,,21.35933977889808,5.218911272901226,20.335409076755116,99.81084789688433,-13.221604412892647
60305.53961859375,19.559038144778857,0.2125894951041328,54.49852422352768,10.670928811092825,19.562980207533773,99.81084789688433,-13.221604412892647
60305.53961887732,,,27.359812099058036,6.24537993504524,20.142410737375528,99.81084789688433,-13.221604412892647
60305.55553355324,,,-4.822392518733333,0.0,23.65249668297125,99.81084789688433,-13.221604412892647
60305.55553377315,,,-23.2411784435861,9.751967418579143,19.6580474951362,99.81084789688433,-13.221604412892647
60306.58129143519,,,2.7984773272546795,5.7295574599493575,20.232590685045896,99.81084789688433,-13.221604412892647
60306.58129167824,19.792617013879838,0.1300290514459558,43.949424693513365,5.263435058579518,20.326457229017528,99.81084789688433,-13.221604412892647
60308.53178837963,,,-3.0808243070071315,4.447969106129756,20.50103379494028,99.81084789688433,-13.221604412892647
60308.5317886169,19.81645565002037,0.0938235678005038,42.99497888406015,3.7153981775052745,20.69588571924509,99.81084789688433,-13.221604412892647
60311.56025250578,,,15.952150536655026,7.753745126138019,19.904416775206524,99.81084789688433,-13.221604412892647
60311.5602528125,,,7.001882359569783,5.989298809147916,20.18075134368216,99.81084789688433,-13.221604412892647
60312.517471782405,,,10.263441740409606,4.317474546033741,20.45894981893692,99.81084789688433,-13.221604412892647
60328.499299166666,,,20.548016548148624,4.886704089542891,20.390618119186712,99.81084789688433,-13.221604412892647
60328.49929943287,20.159174371076503,0.1137719761456862,31.35669282265212,3.2858008162499543,20.823410706704603,99.81084789688433,-13.221604412892647
60329.49015843171,19.832486054501583,0.1740102828744089,42.36484074728131,6.789787325924123,20.051250511212466,99.81084789688433,-13.221604412892647
60329.490158674766,20.227319318281506,0.1543150518704641,29.449116675908417,4.185585732028275,20.568551025505258,99.81084789688433,-13.221604412892647
60331.48571895254,,,29.69406132092065,6.199083632737401,20.141416207868296,99.81084789688433,-13.221604412892647
60331.48571921296,,,5.87938630340603,3.941491949466043,20.632145266280784,99.81084789688433,-13.221604412892647
60331.49869380208,,,-2.281528634931293,0.0,23.81768501727997,99.81084789688433,-13.221604412892647
60331.498694050926,,,-22.12613908957177,7.093032686140116,20.002339755457392,99.81084789688433,-13.221604412892647
60332.48267759259,,,-21.00984296762077,8.192441269386638,19.852185064181025,99.81084789688433,-13.221604412892647
60332.48267782986,,,7.685999495094081,5.59182977242082,20.262103454879917,99.81084789688433,-13.221604412892647
60332.49488407986,23.374817551519225,0.1807473694309588,1.6220826512720206,0.2700353648815889,23.13427680454929,99.81084789688433,-13.221604412892647
60332.49488432871,,,-15.479007204727443,9.330177065543769,19.709990804306337,99.81084789688433,-13.221604412892647
60333.48234445602,,,5.745574588570724,6.003790645445835,20.181484756400195,99.81084789688433,-13.221604412892647
60333.48265082176,20.045128955145337,0.1577337389168454,34.82959447460812,5.059978784313726,20.35882937645441,99.81084789688433,-13.221604412892647
60333.49507268518,,,-0.9451314703303652,0.0,23.72081675142832,99.81084789688433,-13.221604412892647
60333.49507295139,,,-23.414104377784412,6.408684633049638,20.10373837484172,99.81084789688433,-13.221604412892647
60337.48337798032,19.49053780930455,0.1205130076606541,58.04768125198212,6.443094210864719,20.099459946806757,99.81084789688433,-13.221604412892647
